column_0,column_1,column_2,column_3,column_4,participant,trial,period
-3.6939244,-22.93095,2.0804322,3.912933,-1.9880917,1,88,feedback
-18.735123,-11.942684,-13.960238,-6.7631984,-1.3164124,1,88,planning
-26.84035,-10.867823,20.419737,-3.5872326,11.977315,1,89,baseline
-19.446224,-21.161722,23.392315,4.9943953,-2.0852754,1,89,feedback
-23.160881,-3.1974149,-26.984444,-6.069955,0.3430074,1,89,planning
-51.158684,-2.4338765,33.372265,0.6909151,3.1843028,1,90,baseline
-27.836588,-26.6239,2.9906368,5.369708,-4.933436,1,90,feedback
-18.761347,-13.84251,-7.298728,-4.8631225,-0.18909746,1,90,planning
-38.153915,-2.5853353,36.491108,-3.6559906,9.041455,1,91,baseline
-22.236858,-14.790739,19.472364,4.4643874,-1.3075707,1,91,feedback
-21.023905,-0.25773072,-32.562878,-4.8070736,-1.709663,1,91,planning
-30.205442,-16.760593,35.23768,-1.2465534,9.033074,1,92,baseline
-8.978817,-17.632292,-0.9593775,2.1924,-3.325942,1,92,feedback
-13.089729,-7.785557,-29.746971,-2.4872923,-6.146236,1,92,planning
-24.395279,-10.66584,14.699341,2.780282,8.454802,1,93,baseline
-15.911186,-14.677557,3.0479898,5.316645,-3.2873755,1,93,feedback
-15.22558,-9.322914,-7.464644,-4.2815433,7.127479,1,93,planning
-34.96724,-8.06702,21.66929,-0.20598221,9.830907,1,94,baseline
-6.7606654,-15.074068,6.0115213,6.157021,-4.4063373,1,94,feedback
-12.854956,-10.997981,-11.180807,-6.2259026,-6.1686225,1,94,planning
-26.418104,-17.978699,13.748012,0.5494342,13.462481,1,95,baseline
-5.2578487,-24.747972,7.2234993,5.9926133,-0.8399697,1,95,feedback
-7.128318,-7.26592,-14.048791,-6.7197704,-2.0336633,1,95,planning
-22.909023,-21.918892,11.856222,-0.12746,8.202444,1,96,baseline
-1.5470816,-18.202782,7.117014,6.5183063,-3.715149,1,96,feedback
-4.3296866,-3.698202,-10.288404,-7.6319075,0.40859115,1,96,planning
-17.03541,-13.039631,11.56618,1.1045184,5.654586,1,97,baseline
-10.130694,-18.151588,-0.05761242,2.538171,-2.4827733,1,97,feedback
-3.261014,2.3031743,-8.897042,-6.037612,3.508331,1,97,planning
-38.552364,-18.943426,9.204687,3.1891263,5.318444,1,98,baseline
-4.6389565,-18.192,0.044594765,3.1989188,-1.917102,1,98,feedback
-13.822874,-10.129065,-8.142704,-3.426623,-3.3570035,1,98,planning
-30.902859,-9.547373,6.8458366,2.360954,15.031732,1,99,baseline
-9.107683,-20.167395,1.5764413,1.4823271,-2.9335735,1,99,feedback
-23.325665,-0.93429875,-8.099802,-5.584751,-4.7806315,1,99,planning
-41.34109,10.94844,-2.4969795,2.9054458,9.713981,2,0,baseline
-24.90007,-5.690591,-21.598776,1.0381532,-2.8858402,2,0,feedback
-31.181854,10.257163,-1.8344394,-2.3406618,-3.0348015,2,0,planning
-37.62365,-6.2446766,-3.1102953,4.9928637,6.025775,2,1,baseline
-17.026295,-13.963642,-21.151321,1.3255217,-2.660705,2,1,feedback
-18.479702,-0.38137305,16.711754,-2.445103,0.41658646,2,1,planning
-38.821636,0.5649736,-1.7710232,5.524955,9.603057,2,2,baseline
-23.00742,-10.315024,-13.17275,1.2229251,-2.4956393,2,2,feedback
-23.14809,1.8609211,3.8296974,-2.3841853,-1.1054388,2,2,planning
-40.982174,5.165474,-1.5645075,-0.9193591,9.56953,2,3,baseline
-19.643074,-3.03159,-21.191551,-4.078163,-3.8543696,2,3,feedback
-24.885635,6.633149,10.351923,1.1358552,-0.8000423,2,3,planning
-39.22821,9.413806,1.1585506,5.564749,9.801049,2,4,baseline
-25.010963,-2.174154,-22.339375,-3.013763,-2.7643092,2,4,feedback
-20.50221,10.320375,6.6351347,1.4626553,-4.172384,2,4,planning
-44.549404,7.9269505,-9.27446,1.3261086,11.899152,2,5,baseline
-26.649828,-7.1416974,-20.66585,-4.0901704,-4.6153293,2,5,feedback
-30.898739,8.632217,8.177184,3.001801,-3.1401987,2,5,planning
-41.91578,8.337139,6.6877728,-2.291112,11.538214,2,6,baseline
-23.64594,-3.892121,-19.701687,2.826511,-2.06655,2,6,feedback
-31.29548,5.833661,-1.1740444,-2.8160958,-2.474347,2,6,planning
-38.179638,1.8498212,-2.8229468,-4.4295983,10.47465,2,7,baseline
-23.323555,-1.3391705,-10.586363,-1.3115673,-0.58858865,2,7,feedback
-23.384565,7.7040806,0.038117744,0.8319062,-2.4958873,2,7,planning
-38.583176,10.5880375,3.2384393,-4.3249044,10.700236,2,8,baseline
-22.50186,-2.6442168,-16.4203,0.7831469,-2.3999498,2,8,feedback
-25.49572,11.394849,-2.0029893,-1.5171793,-1.8891095,2,8,planning
-42.52998,5.7735877,11.402762,-4.693136,9.147217,2,9,baseline
-21.075003,-9.105038,-6.3485346,3.0914483,-2.7573845,2,9,feedback
-27.262377,7.667953,-2.3784842,-4.2672234,-3.3222394,2,9,planning
-42.73236,7.9571815,-0.4159461,4.462783,9.570415,2,10,baseline
-17.396038,-8.38588,-23.263554,0.63904387,-1.9234315,2,10,feedback
-22.817621,-1.258737,9.668932,-1.0115243,-2.0822017,2,10,planning
-38.88747,6.2782474,-1.1966665,-3.4215026,11.503942,2,11,baseline
-24.589348,-1.4269392,-20.843653,1.7347178,-0.17069256,2,11,feedback
-30.95484,9.09907,-7.9989223,-2.5854657,-2.8249989,2,11,planning
-40.553787,5.569115,-4.113892,0.07058379,10.489918,2,12,baseline
-18.62461,-5.0860543,-23.142982,-1.0323064,-5.7552915,2,12,feedback
-28.803219,2.4393928,2.7808886,1.6467996,-2.1745014,2,12,planning
-37.43512,8.58173,5.299158,-2.1813886,9.616085,2,13,baseline
-22.162914,-3.7644901,-12.858374,1.8360978,-4.960432,2,13,feedback
-26.93984,11.738665,-8.025707,-3.6025438,-0.5679368,2,13,planning
-41.89715,5.641899,-6.0265512,-0.75967634,9.391056,2,14,baseline
-23.922403,-0.74095464,-17.595932,-0.73394585,-2.6076083,2,14,feedback
-22.916746,6.18883,1.5355203,2.5524502,-2.5548246,2,14,planning
-39.428,10.960464,5.065155,-4.797323,11.092799,2,15,baseline
-20.200138,-2.283745,-18.949648,2.014176,-1.9876955,2,15,feedback
-28.068542,11.789339,-10.818481,-2.651935,-2.7392883,2,15,planning
-43.484467,10.778985,3.3840668,-0.60239244,7.861786,2,16,baseline
-23.477629,-5.800686,-12.922647,-1.6789595,-2.4397748,2,16,feedback
-25.892942,8.641262,5.09138,-0.1417203,-1.5615145,2,16,planning
-41.550377,10.807589,14.415834,-7.5506597,10.022432,2,17,baseline
-21.729298,-3.627427,-9.650037,-0.7146741,-4.111481,2,17,feedback
-27.745747,7.428962,-9.823928,0.30590224,-2.2808738,2,17,planning
-39.748585,12.03146,5.232229,-1.1435392,11.649776,2,18,baseline
-23.48987,-2.9907427,-11.982472,-1.312913,-0.6584749,2,18,feedback
-24.519646,9.766048,-4.493405,1.5293293,-2.1846707,2,18,planning
-37.59692,7.4977136,-4.9641266,1.4935188,11.080538,2,19,baseline
-18.701502,-4.369072,-17.189974,-3.1488621,-2.6661072,2,19,feedback
-24.063686,10.005481,6.7549014,0.31508875,-1.3425368,2,19,planning
-41.567116,11.016139,0.017890573,-0.30100632,9.105992,2,20,baseline
-24.250422,-4.717046,-5.919816,-1.1932031,-7.794251,2,20,feedback
-23.482515,3.8131032,2.5458882,1.2015224,-3.4989846,2,20,planning
-40.040325,5.0201006,13.067774,7.5403633,13.604545,2,21,baseline
-26.41172,-10.136276,15.187447,0.28306735,1.6566216,2,21,feedback
-35.360985,8.193767,-7.712389,-2.5417295,-1.1753063,2,21,planning
